"","DateRep","day","month","year","Cases","Deaths","Countries.and.territories","geoId","countryterritoryCode","popData2018","continentExp","t"
"14535","18/04/2020",18,4,2020,5599,935,"United_Kingdom","UK","GBR",66488991,"Europe",2020.29508196721
"14534","19/04/2020",19,4,2020,5525,1115,"United_Kingdom","UK","GBR",66488991,"Europe",2020.29781420765
"14533","20/04/2020",20,4,2020,5850,498,"United_Kingdom","UK","GBR",66488991,"Europe",2020.30054644809
"14532","21/04/2020",21,4,2020,4676,559,"United_Kingdom","UK","GBR",66488991,"Europe",2020.30327868852
"14531","22/04/2020",22,4,2020,4301,1172,"United_Kingdom","UK","GBR",66488991,"Europe",2020.30601092896
"14530","23/04/2020",23,4,2020,4451,837,"United_Kingdom","UK","GBR",66488991,"Europe",2020.3087431694
"14529","24/04/2020",24,4,2020,4583,727,"United_Kingdom","UK","GBR",66488991,"Europe",2020.31147540984
"14528","25/04/2020",25,4,2020,5386,1005,"United_Kingdom","UK","GBR",66488991,"Europe",2020.31420765027
"14527","26/04/2020",26,4,2020,4913,843,"United_Kingdom","UK","GBR",66488991,"Europe",2020.31693989071
"14526","27/04/2020",27,4,2020,4463,420,"United_Kingdom","UK","GBR",66488991,"Europe",2020.31967213115
"14525","28/04/2020",28,4,2020,4309,338,"United_Kingdom","UK","GBR",66488991,"Europe",2020.32240437158
"14524","29/04/2020",29,4,2020,3996,909,"United_Kingdom","UK","GBR",66488991,"Europe",2020.32513661202
"14523","30/04/2020",30,4,2020,4076,795,"United_Kingdom","UK","GBR",66488991,"Europe",2020.32786885246
"14522","01/05/2020",1,5,2020,6032,674,"United_Kingdom","UK","GBR",66488991,"Europe",2020.3306010929
"14521","02/05/2020",2,5,2020,6201,739,"United_Kingdom","UK","GBR",66488991,"Europe",2020.33333333333
"14520","03/05/2020",3,5,2020,4806,621,"United_Kingdom","UK","GBR",66488991,"Europe",2020.33606557377
"14519","04/05/2020",4,5,2020,4339,315,"United_Kingdom","UK","GBR",66488991,"Europe",2020.33879781421
"14518","05/05/2020",5,5,2020,3985,288,"United_Kingdom","UK","GBR",66488991,"Europe",2020.34153005464
